	id	text
276	PEACHES	TETRADECANOL
277	PEACHES	PEROXYACETIC ACID
278	PEACHES	CARBARYL
279	PEACHES	TERBACIL
280	PEACHES	PROPOXYCARBAZONE-SOD
281	PEACHES	2,4-D, BEE
282	PEACHES	TEBUCONAZOLE
283	PEACHES	BT KURSTAKI ABTS-351
284	PEACHES	GLYPHOSATE POT. SALT
285	PEACHES	ETHEPHON
286	PEACHES	TRICHODERMA HARZ.
287	PEACHES	FENBUCONAZOLE
288	PEACHES	GERANIOL
289	PEACHES	IPRODIONE
290	PEACHES	ORYZALIN
291	PEACHES	AUREOBASIDIUM PULLULANS DSM 14941
292	PEACHES	METALAXYL
293	PEACHES	2,4-D, TRIISO. SALT
294	PEACHES	Z-8-DODECANOL
295	PEACHES	CHLORPYRIFOS
296	PEACHES	COPPER HYDROXIDE
297	PEACHES	BUPROFEZIN
298	PEACHES	CYANTRANILIPROLE
299	PEACHES	METAFLUMIZONE
300	PEACHES	MEFENOXAM
301	PEACHES	DODECANOL
302	PEACHES	NORFLURAZON
303	PEACHES	BUTENOIC ACID HYDRO.
304	PEACHES	DIMETHOMORPH
305	PEACHES	PETROLEUM DISTILLATE
306	PEACHES	DIQUAT DIBROMIDE
307	PEACHES	PYRIMETHANIL
308	PEACHES	FENHEXAMID
309	PEACHES	DELTAMETHRIN
310	PEACHES	OXYFLUORFEN
311	PEACHES	DIPHACINONE
312	PEACHES	COPPER SULFATE
313	PEACHES	PENDIMETHALIN
314	PEACHES	DIFLUBENZURON
315	PEACHES	MINERAL OIL
316	PEACHES	PENTHIOPYRAD
317	PEACHES	CYTOKININS
318	PEACHES	DECENOL
319	PEACHES	ETOXAZOLE
320	PEACHES	DODECADIEN-1-OL
321	PEACHES	CYFLUTHRIN
322	PEACHES	DODINE
323	PEACHES	2,4-D, CHOLINE SALT
324	PEACHES	TEBUTHIURON
325	PEACHES	IMIDACLOPRID
326	PEACHES	ZINC PHOSPHIDE
327	PEACHES	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
328	PEACHES	MALATHION
329	PEACHES	FLUOXASTROBIN
330	PEACHES	ISOXABEN
331	PEACHES	ZIRAM
332	PEACHES	PENOXSULAM
333	PEACHES	METHOMYL
334	PEACHES	HEXYTHIAZOX
335	PEACHES	PYRETHRINS
336	PEACHES	STREPTOMYCES LYDICUS
337	PEACHES	SPINETORAM
338	PEACHES	SPIRODICLOFEN
339	PEACHES	THIRAM
340	PEACHES	DICHLOROPROPENE
341	PEACHES	FLONICAMID
342	PEACHES	PROMETRYN
343	PEACHES	METCONAZOLE
344	PEACHES	BOSCALID
345	PEACHES	BASIC COPPER SULFATE
346	PEACHES	DIMETHENAMID
347	PEACHES	SULFENTRAZONE
348	PEACHES	4-TERT-AMYLPHENOL
349	PEACHES	PIPERONYL BUTOXIDE
350	PEACHES	SULFUR
351	PEACHES	CUPRAMMONIUM ACETATE
352	PEACHES	SODIUM NITRATE
353	PEACHES	DIAZINON
354	PEACHES	POTASSIUM BICARBON.
355	PEACHES	THIOPHANATE-METHYL
356	PEACHES	GIBBERELLINS A4A7
357	PEACHES	AMETOCTRADIN
358	PEACHES	BT KURSTAKI SA-12
359	PEACHES	PROHEXADIONE CALCIUM
360	PEACHES	GLYPHOSATE ISO. SALT
361	PEACHES	FLUAZIFOP-P-BUTYL
362	PEACHES	NEROLIDOL
363	PEACHES	CALCIUM POLYSULFIDE
364	PEACHES	BUTOXYETHYL TRICLOPY
365	PEACHES	SETHOXYDIM
366	PEACHES	FLUPYRADIFURONE
367	PEACHES	CAPRIC ACID
368	PEACHES	THIAMETHOXAM
369	PEACHES	HYDROGEN PEROXIDE
370	PEACHES	OCTADECADIEN (E,Z)
371	PEACHES	FLUXAPYROXAD
372	PEACHES	PARAQUAT
373	PEACHES	DIFENOCONAZOLE
374	PEACHES	METHYL ANTHRANILATE
375	PEACHES	PELARGONIC ACID
376	PEACHES	GIBBERELLIC ACID
377	PEACHES	TRITICONAZOLE
378	PEACHES	SAFLUFENACIL
379	PEACHES	MANCOZEB
380	PEACHES	FORMETANATE HYDRO.
381	PEACHES	GLUFOSINATE-AMMONIUM
382	PEACHES	SPINETORAM
383	PEACHES	NAA
384	PEACHES	BACILLUS AMYLOLIQUEFACIENS MBI 600
385	PEACHES	CYPRODINIL
386	PEACHES	PHOSMET
387	PEACHES	CARFENTRAZONE-ETHYL
388	PEACHES	PYRAFLUFEN-ETHYL
389	PEACHES	MCPA, 2-ETHYLHEXYL
390	PEACHES	SPINOSAD
391	PEACHES	EMAMECTIN BENZOATE
392	PEACHES	PYRACLOSTROBIN
393	PEACHES	KAOLIN
394	PEACHES	OXYTETRACYCLINE HYDROCHLORIDE
395	PEACHES	BENZOVINDIFLUPYR
396	PEACHES	FLUMIOXAZIN
397	PEACHES	PERMETHRIN
398	PEACHES	OXYCARBOXIN
399	PEACHES	CYPERMETHRIN
400	PEACHES	CHLORANTRANILIPROLE
401	PEACHES	GLYPHOSATE
402	PEACHES	CLOFENTEZINE
403	PEACHES	BIFENTHRIN
404	PEACHES	DINOTEFURAN
405	PEACHES	ACETAMIPRID
406	PEACHES	HALOSULFURON-METHYL
407	PEACHES	NAPROPAMIDE
408	PEACHES	2,4-D
409	PEACHES	FLUBENDIAMIDE
410	PEARS	FLUTRIAFOL
411	PEARS	BETA-CYFLUTHRIN
412	PEARS	FENPYROXIMATE
413	PEARS	COPPER OCTANOATE
414	PEARS	FENAZAQUIN
415	PEARS	CLOTHIANIDIN
416	PEARS	INDOXACARB
417	PEARS	ACIBENZOLAR-S-METHYL
418	PEARS	SIMAZINE
419	PEARS	REYNOUTRIA SACHALINE
420	PEARS	E-8-DODECENYL ACETAT
421	PEARS	PSEUDOMONAS FLUORESCENS A506
422	PEARS	DIURON
423	PEARS	BACILLUS AMYLOLIQUEFACIENS STRAIN D747
424	PEARS	OXYTETRACYCLINE CALC
425	PEARS	ATRAZINE
426	PEARS	CLOPYRALID MONO SALT
427	PEARS	AUREOBASIDIUM PULLULANS DSM 14940
428	PEARS	KRESOXIM-METHYL
429	PEARS	2,4-D, DIETH. SALT
430	PEARS	BACILLUS PUMILUS
431	PEARS	2,4-DB, DIMETH. SALT
432	PEARS	MONO-POTASSIUM SALT
433	PEARS	CAPTAN
434	PEARS	ALUMINUM PHOSPHIDE
435	PEARS	BACILLUS AMYLOLIQUEFAC F727
436	PEARS	OXADIAZON
437	PEARS	AZOXYSTROBIN
438	PEARS	ESFENVALERATE
439	PEARS	BEAUVERIA BASSIANA
440	PEARS	BACILLUS SUBT. GB03
441	PEARS	FENPROPATHRIN
442	PEARS	NAA, POTASSIUM SALT
443	PEARS	FLUDIOXONIL
444	PEARS	NAA, AMMONIUM SALT
445	PEARS	TRIFLOXYSTROBIN
446	PEARS	CHLOROPHACINONE
447	PEARS	BACILLUS MYCOIDES ISOLATE J
448	PEARS	AZADIRACHTIN
449	PEARS	FLUOPYRAM
450	PEARS	ZETA-CYPERMETHRIN
451	PEARS	THIACLOPRID
452	PEARS	NAA, SODIUM
453	PEARS	ABAMECTIN
454	PEARS	FENBUTATIN-OXIDE
455	PEARS	2,4-D, DIMETH. SALT
456	PEARS	NOVALURON
457	PEARS	BIFENAZATE
458	PEARS	STRYCHNINE
459	PEARS	TETRADECEN-1-OL (Z)
460	PEARS	SPIROTETRAMAT
461	PEARS	BT KURSTAKI SA-11
462	PEARS	CHLOROTHALONIL
463	PEARS	COPPER OXIDE
464	PEARS	PYRIDABEN
465	PEARS	STREPTOMYCIN SULFATE
466	PEARS	FLUROXYPYR 1-MHE
467	PEARS	BT SUBSP KURSTAKI EVB-113-19
468	PEARS	BACILLUS SUBTILIS
469	PEARS	CYD-X GRANULO. VIRUS
470	PEARS	INDAZIFLAM
471	PEARS	CAPRYLIC ACID
472	PEARS	COPPER CHLORIDE HYD.
473	PEARS	CYDIA POMONELLA GRANULOVIRUS V22
474	PEARS	LAMBDA-CYHALOTHRIN
475	PEARS	RIMSULFURON
476	PEARS	METHOXYFENOZIDE
477	PEARS	S-ABSCISIC ACID
478	PEARS	CYFLUFENAMID
479	PEARS	MYCLOBUTANIL
480	PEARS	Z-8-DODECEN ACETATE
481	PEARS	TETRADECANOL
482	PEARS	PEROXYACETIC ACID
483	PEARS	CARBARYL
484	PEARS	2,4-D
485	PEARS	FENARIMOL
486	PEARS	POTASSIUM SALTS
487	PEARS	TEBUCONAZOLE
488	PEARS	BT KURSTAKI ABTS-351
489	PEARS	GLYPHOSATE POT. SALT
490	PEARS	ETHEPHON
491	PEARS	FENBUCONAZOLE
492	PEARS	IPRODIONE
493	PEARS	ORYZALIN
494	PEARS	BT KURSTAK ABTS-1857
495	PEARS	AUREOBASIDIUM PULLULANS DSM 14941
496	PEARS	Z-8-DODECANOL
497	PEARS	CHLORPYRIFOS
498	PEARS	DODECANOL
499	PEARS	COPPER HYDROXIDE
500	PEARS	BUPROFEZIN
501	PEARS	CYANTRANILIPROLE
502	PEARS	TOLFENPYRAD
503	PEARS	NORFLURAZON
504	PEARS	BUTENOIC ACID HYDRO.
505	PEARS	PETROLEUM DISTILLATE
506	PEARS	FENHEXAMID
507	PEARS	PYRIMETHANIL
508	PEARS	FORCHLORFENURON
509	PEARS	KASUGAMYCIN
510	PEARS	OXYFLUORFEN
511	PEARS	DIPHACINONE
512	PEARS	COPPER SULFATE
513	PEARS	PENDIMETHALIN
514	PEARS	DIFLUBENZURON
515	PEARS	MINERAL OIL
516	PEARS	PENTHIOPYRAD
517	PEARS	CYTOKININS
518	PEARS	PAECILOMYCES FUMOSOR
519	PEARS	ETOXAZOLE
520	PEARS	DODECADIEN-1-OL
521	PEARS	DODINE
522	PEARS	IMIDACLOPRID
523	PEARS	ZINC PHOSPHIDE
524	PEARS	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
525	PEARS	MALATHION
526	PEARS	ISOXABEN
527	PEARS	ZIRAM
528	PEARS	PENOXSULAM
529	PEARS	METHOMYL
530	PEARS	HEXYTHIAZOX
531	PEARS	ETHYL (2E;4Z)-DECADIENOATE
532	PEARS	CYFLUMETOFEN
533	PEARS	PYRETHRINS
534	PEARS	STREPTOMYCES LYDICUS
535	PEARS	SPIRODICLOFEN
536	PEARS	Z-11-TETRADECENOL
537	PEARS	DICHLOROPROPENE
538	PEARS	BENZYLADENINE
539	PEARS	FLONICAMID
540	PEARS	PROTHIOCONAZOLE
541	PEARS	BOSCALID
542	PEARS	BASIC COPPER SULFATE
543	PEARS	PIPERONYL BUTOXIDE
544	PEARS	SULFUR
545	PEARS	DIAZINON
546	PEARS	POTASSIUM BICARBON.
547	PEARS	THIOPHANATE-METHYL
548	PEARS	GIBBERELLINS A4A7
549	PEARS	Z-9-TETRADECEN-1-YL ACETATE
550	PEARS	BT KURSTAKI SA-12
551	PEARS	PROHEXADIONE CALCIUM
552	PEARS	GLYPHOSATE ISO. SALT
553	PEARS	CALCIUM POLYSULFIDE
554	PEARS	SETHOXYDIM
555	PEARS	FLUPYRADIFURONE
556	PEARS	CAPRIC ACID
557	PEARS	DICHLOBENIL
558	PEARS	THIAMETHOXAM
559	PEARS	OCTACIDE-264
560	PEARS	HYDROGEN PEROXIDE
561	PEARS	Z-11-TETRADECENAL
562	PEARS	FLUXAPYROXAD
563	PEARS	PARAQUAT
564	PEARS	DIFENOCONAZOLE
565	PEARS	GIBBERELLIC ACID
566	PEARS	TRIFLUMIZOLE
567	PEARS	SAFLUFENACIL
568	PEARS	MANCOZEB
569	PEARS	GLUFOSINATE-AMMONIUM
570	PEARS	SPINETORAM
571	PEARS	NAA
572	PEARS	CYPRODINIL
573	PEARS	PHOSMET
574	PEARS	ACEQUINOCYL
575	PEARS	FOSETYL-AL
576	PEARS	PYRAFLUFEN-ETHYL
577	PEARS	KAOLIN
578	PEARS	SPINOSAD
579	PEARS	CARFENTRAZONE-ETHYL
580	PEARS	PYRACLOSTROBIN
581	PEARS	EMAMECTIN BENZOATE
582	PEARS	OXYTETRACYCLINE HYDROCHLORIDE
583	PEARS	BENZOVINDIFLUPYR
584	PEARS	FLUMIOXAZIN
585	PEARS	NRRL B-21856
586	PEARS	CHLORANTRANILIPROLE
587	PEARS	GLYPHOSATE
588	PEARS	CLOFENTEZINE
589	PEARS	BIFENTHRIN
590	PEARS	SILICON DIOXIDE
591	PEARS	HARPIN A B PROTEIN
592	PEARS	ACETAMIPRID
593	PEARS	GLYPHOSATE AMM. SALT
594	PEARS	HALOSULFURON-METHYL
595	PEARS	PYRIPROXYFEN
596	PEARS	FLUBENDIAMIDE
597	BROCCOLI	BETA-CYFLUTHRIN
598	BROCCOLI	COPPER OCTANOATE
599	BROCCOLI	INDOXACARB
600	BROCCOLI	CLOTHIANIDIN
601	BROCCOLI	CLOPYRALID MONO SALT
602	BROCCOLI	MONO-POTASSIUM SALT
603	BROCCOLI	AZOXYSTROBIN
604	BROCCOLI	ESFENVALERATE
605	BROCCOLI	FLUDIOXONIL
606	BROCCOLI	TRIFLOXYSTROBIN
607	BROCCOLI	CLETHODIM
608	BROCCOLI	MANDIPROPAMIDE TECHN
609	BROCCOLI	AZADIRACHTIN
610	BROCCOLI	FLUOPYRAM
611	BROCCOLI	ZETA-CYPERMETHRIN
612	BROCCOLI	ABAMECTIN
613	BROCCOLI	BURKHOLDERIA A396 CELLS & MEDIA
614	BROCCOLI	NOVALURON
615	BROCCOLI	SPIROTETRAMAT
616	BROCCOLI	BT KURSTAKI SA-11
617	BROCCOLI	BT SUB AIZAWAI GC-91
618	BROCCOLI	DCPA
619	BROCCOLI	NEEM OIL, CLAR. HYD.
620	BROCCOLI	CHLOROTHALONIL
621	BROCCOLI	COPPER OXIDE
622	BROCCOLI	MANEB
623	BROCCOLI	BACILLUS SUBTILIS
624	BROCCOLI	LAMBDA-CYHALOTHRIN
625	BROCCOLI	METHOXYFENOZIDE
626	BROCCOLI	CONIOTHYRIUM MINITAN
627	BROCCOLI	CARBARYL
628	BROCCOLI	POTASSIUM SALTS
629	BROCCOLI	BT KURSTAKI ABTS-351
630	BROCCOLI	GLYPHOSATE POT. SALT
631	BROCCOLI	IPRODIONE
632	BROCCOLI	BT KURSTAK ABTS-1857
633	BROCCOLI	BENSULIDE
634	BROCCOLI	MEFENOXAM
635	BROCCOLI	COPPER HYDROXIDE
636	BROCCOLI	BUPROFEZIN
637	BROCCOLI	CHLORPYRIFOS
638	BROCCOLI	CYANTRANILIPROLE
639	BROCCOLI	DIMETHOMORPH
640	BROCCOLI	PETROLEUM DISTILLATE
641	BROCCOLI	OXYFLUORFEN
642	BROCCOLI	DIMETHOATE
643	BROCCOLI	PENTHIOPYRAD
644	BROCCOLI	PAECILOMYCES FUMOSOR
645	BROCCOLI	CYFLUTHRIN
646	BROCCOLI	IMIDACLOPRID
647	BROCCOLI	CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA
648	BROCCOLI	MALATHION
