"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","MELONS, HONEYDEW - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","MELONS, HONEYDEW - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","MELONS, HONEYDEW - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENSULIDE = 9801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","7,700","","","","","","","","24",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","100","","0.012","","0.014","","1.1","","61",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","600","","0.075","","0.12","","1.6","","43",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","2,000","","0.087","","0.246","","2.8","","73",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DINOTEFURAN = 44312)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","1,300","","0.121","","0.177","","1.5","","65",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","700","","0.091","","0.111","","1.2","","54",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","67,600","","","","","","","","92",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","200","","0.022","","0.026","","1.2","","66",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","45,700","","2.446","","7.532","","3.1","","55",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","49,100","","","","","","","","87",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENSULIDE = 9801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","7,700","","","","","","","","24",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","100","","0.012","","0.014","","1.1","","61",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","600","","0.075","","0.12","","1.6","","43",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","2,000","","0.087","","0.246","","2.8","","73",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DINOTEFURAN = 44312)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
